code,description,chapter,phecode,rank
17.63,Laser interstitial thermal therapy [LITT] of lesion or tissue of liver under guidance,,,
17.69,Laser interstitial thermal therapy [LITT] of lesion or tissue of other and unspecified site under guidance,,,
17.7,Other diagnostic and therapeutic procedures,,,
17.70,Intravenous infusion of clofarabine,,,10
17.71,Non-coronary intra-operative fluorescence vascular angiography [IFVA],,,4
17.8,Other adjunct procedures,,,
17.81,Insertion of antimicrobial envelope,,,53
170,Malignant neoplasm of bone and articular cartilage,CD,170,258
170.0,"Malignant neoplasm of bones of skull and face, except mandible",CD,170.1,6156
170.1,Malignant neoplasm of mandible,CD,170.1,3714
170.2,"Malignant neoplasm of vertebral column, excluding sacrum and coccyx",CD,170.1,4946
170.3,"Malignant neoplasm of ribs, sternum, and clavicle",CD,170.1,1605
170.4,Malignant neoplasm of scapula and long bones of upper limb,CD,170.1,2774
170.5,Malignant neoplasm of short bones of upper limb,CD,170.1,611
170.6,"Malignant neoplasm of pelvic bones, sacrum, and coccyx",CD,170.1,6541
170.7,Malignant neoplasm of long bones of lower limb,CD,170.1,13976
170.8,Malignant neoplasm of short bones of lower limb,CD,170.1,942
170.9,"Malignant neoplasm of bone and articular cartilage, site unspecified",CD,170.1,54893
171,Malignant neoplasm of connective and other soft tissue,CD,170.2,1558
171.0,"Malignant neoplasm of connective and other soft tissue of head, face, and neck",CD,170.2,9053
171.2,"Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder",CD,170.2,7186
171.3,"Malignant neoplasm of connective and other soft tissue of lower limb, including hip",CD,170.2,21311
171.4,Malignant neoplasm of connective and other soft tissue of thorax,CD,170.2,3723
171.5,Malignant neoplasm of connective and other soft tissue of abdomen,CD,170.2,4512
171.6,Malignant neoplasm of connective and other soft tissue of pelvis,CD,170.2,7700
171.7,"Malignant neoplasm of connective and other soft tissue of trunk, unspecified",CD,170.2,1692
171.8,Malignant neoplasm of other specified sites of connective and other soft tissue,CD,170.2,2652
171.9,"Malignant neoplasm of connective and other soft tissue, site unspecified",CD,170.2,101985
172,Malignant melanoma of skin,CD,172.11,1390
172.0,Malignant melanoma of skin of lip,CD,172.11,834
172.1,"Malignant melanoma of skin of eyelid, including canthus",CD,172.11,685
172.2,Malignant melanoma of skin of ear and external auditory canal,CD,172.11,2552
172.3,Malignant melanoma of skin of other and unspecified parts of face,CD,172.11,7068
172.4,Malignant melanoma of skin of scalp and neck,CD,172.11,9178
172.5,"Malignant melanoma of skin of trunk, except scrotum",CD,172.11,16181
172.6,"Malignant melanoma of skin of upper limb, including shoulder",CD,172.11,9702
172.7,"Malignant melanoma of skin of lower limb, including hip",CD,172.11,11801
172.8,Malignant melanoma of other specified sites of skin,CD,172.11,6497
172.9,"Melanoma of skin, site unspecified",CD,172.11,163888
173,Other and unspecified malignant neoplasm of skin,CD,172.2,2960
173.0,Other malignant neoplasm of skin of lip,CD,172.2,3870
173.00,Unspecified malignant neoplasm of skin of lip,CD,172.2,517
173.01,Basal cell carcinoma of skin of lip,CD,172.21,963
173.02,Squamous cell carcinoma of skin of lip,CD,172.22,603
173.09,Other specified malignant neoplasm of skin of lip,CD,172.2,57
173.1,"Other and unspecified malignant neoplasm of skin of eyelid, including canthus",CD,172.2,5230
173.10,"Unspecified malignant neoplasm of eyelid, including canthus",CD,172.2,763
173.11,"Basal cell carcinoma of eyelid, including canthus",CD,172.21,2505
173.12,"Squamous cell carcinoma of eyelid, including canthus",CD,172.22,434
173.19,"Other specified malignant neoplasm of eyelid, including canthus",CD,172.2,175
173.2,Other and unspecified malignant neoplasm of skin of ear and external auditory canal,CD,172.2,8956
173.20,Unspecified malignant neoplasm of skin of ear and external auditory canal,CD,172.2,249
173.21,Basal cell carcinoma of skin of ear and external auditory canal,CD,172.21,1976
173.22,Squamous cell carcinoma of skin of ear and external auditory canal,CD,172.22,3052
173.29,Other specified malignant neoplasm of skin of ear and external auditory canal,CD,172.2,100
173.3,Other and unspecified malignant neoplasm of skin of other and unspecified parts of face,CD,172.2,52321
173.30,Unspecified malignant neoplasm of skin of other and unspecified parts of face,CD,172.2,2883
173.31,Basal cell carcinoma of skin of other and unspecified parts of face,CD,172.21,16257
173.32,Squamous cell carcinoma of skin of other and unspecified parts of face,CD,172.22,10335
173.39,Other specified malignant neoplasm of skin of other and unspecified parts of face,CD,172.2,562
173.4,Other and unspecified malignant neoplasm of scalp and skin of neck,CD,172.2,9099
173.40,Unspecified malignant neoplasm of scalp and skin of neck,CD,172.2,635
173.41,Basal cell carcinoma of scalp and skin of neck,CD,172.21,2461
173.42,Squamous cell carcinoma of scalp and skin of neck,CD,172.22,4842
173.49,Other specified malignant neoplasm of scalp and skin of neck,CD,172.2,362
173.5,"Other and unspecified malignant neoplasm of skin of trunk, except scrotum",CD,172.2,11515
173.50,"Unspecified malignant neoplasm of skin of trunk, except scrotum",CD,172.2,343
173.51,"Basal cell carcinoma of skin of trunk, except scrotum",CD,172.21,3205
173.52,"Squamous cell carcinoma of skin of trunk, except scrotum",CD,172.22,1697
173.59,"Other specified malignant neoplasm of skin of trunk, except scrotum",CD,172.2,390
173.6,"Other and unspecified malignant neoplasm of skin of upper limb, including shoulder",CD,172.2,9450
173.60,"Unspecified malignant neoplasm of skin of upper limb, including shoulder",CD,172.2,244
173.61,"Basal cell carcinoma of skin of upper limb, including shoulder",CD,172.21,1723
173.62,"Squamous cell carcinoma of skin of upper limb, including shoulder",CD,172.22,2768
173.69,"Other specified malignant neoplasm of skin of upper limb, including shoulder",CD,172.2,195
173.7,"Other and unspecified malignant neoplasm of skin of lower limb, including hip",CD,172.2,5548
173.70,"Unspecified malignant neoplasm of skin of lower limb, including hip",CD,172.2,293
173.71,"Basal cell carcinoma of skin of lower limb, including hip",CD,172.21,1005
173.72,"Squamous cell carcinoma of skin of lower limb, including hip",CD,172.22,2553
173.79,"Other specified malignant neoplasm of skin of lower limb, including hip",CD,172.2,232
173.8,Other and unspecified malignant neoplasm of other specified sites of skin,CD,172.2,7728
173.80,Unspecified malignant neoplasm of other specified sites of skin,CD,172.2,64
173.81,Basal cell carcinoma of other specified sites of skin,CD,172.21,1225
173.82,Squamous cell carcinoma of other specified sites of skin,CD,172.22,2197
173.89,Other specified malignant neoplasm of other specified sites of skin,CD,172.2,97
173.9,"Other and unspecified malignant neoplasm of skin, site unspecified",CD,172.2,4565
173.90,"Unspecified malignant neoplasm of skin, site unspecified",CD,172.2,347
173.91,"Basal cell carcinoma of skin, site unspecified",CD,172.21,545
173.92,"Squamous cell carcinoma of skin, site unspecified",CD,172.22,2175
173.99,"Other specified malignant neoplasm of skin, site unspecified",CD,172.2,384
174,Malignant neoplasm of female breast,CD,174.11,1303
174.0,Malignant neoplasm of nipple and areola of female breast,CD,174.11,2527
174.1,Malignant neoplasm of central portion of female breast,CD,174.11,6950
174.2,Malignant neoplasm of upper-inner quadrant of female breast,CD,174.11,10262
174.3,Malignant neoplasm of lower-inner quadrant of female breast,CD,174.11,5500
174.4,Malignant neoplasm of upper-outer quadrant of female breast,CD,174.11,46951
174.5,Malignant neoplasm of lower-outer quadrant of female breast,CD,174.11,8138
174.6,Malignant neoplasm of axillary tail of female breast,CD,174.11,994
174.8,Malignant neoplasm of other specified sites of female breast,CD,174.11,13485
174.9,"Malignant neoplasm of breast (female), unspecified",CD,174.11,548775
175,Malignant neoplasm of male breast,CD,174.2,4500
175.0,Malignant neoplasm of nipple and areola of male breast,CD,174.2,253
175.9,Malignant neoplasm of other and unspecified sites of male breast,CD,174.2,1445
176,Kaposi's sarcoma,CD,230,50
176.0,"Kaposi's sarcoma, skin",CD,230,684
176.1,"Kaposi's sarcoma, soft tissue",CD,230,80
176.2,"Kaposi's sarcoma, palate",CD,230,83
176.3,"Kaposi's sarcoma, gastrointestinal sites",CD,230,218
176.4,"Kaposi's sarcoma, lung",CD,230,89
176.5,"Kaposi's sarcoma, lymph nodes",CD,230,38
176.8,"Kaposi's sarcoma, other specified sites",CD,230,202
176.9,"Kaposi's sarcoma, unspecified site",CD,230,815
179,"Malignant neoplasm of uterus, part unspecified",CD,182,3829
18,Operations on external ear,,,
18.0,Incision of external ear,,,
18.01,Piercing of ear lobe,,,31
18.02,Incision of external auditory canal,,,22
18.09,Other incision of external ear,,,245
18.1,Diagnostic procedures on external ear,,,
18.11,Otoscopy,,,919
18.12,Biopsy of external ear,,,75
18.19,Other diagnostic procedures on external ear,,,86
18.2,Excision or destruction of lesion of external ear,,,
18.21,Excision of preauricular sinus,,,132
18.29,Excision or destruction of other lesion of external ear,,,2461
18.3,Other excision of external ear,,,
18.31,Radical excision of lesion of external ear,,,404
18.39,Other excision of external ear,,,358
18.4,Suture of laceration of external ear,,,1943
18.5,Surgical correction of prominent ear,,,216
18.6,Reconstruction of external auditory canal,,,752
18.7,Other plastic repair of external ear,,,
18.71,Construction of auricle of ear,,,196
18.72,Reattachment of amputated ear,,,24
18.79,Other plastic repair of external ear,,,2201
18.9,Other operations on external ear,,,27
180,Malignant neoplasm of cervix uteri,CD,180,220
180.0,Malignant neoplasm of endocervix,CD,180.1,10265
180.1,Malignant neoplasm of exocervix,CD,180.1,7101
180.8,Malignant neoplasm of other specified sites of cervix,CD,180.1,2297
180.9,"Malignant neoplasm of cervix uteri, unspecified site",CD,180.1,17831
181,Malignant neoplasm of placenta,CD,184.1,1193
182,Malignant neoplasm of body of uterus,CD,182,909
182.0,"Malignant neoplasm of corpus uteri, except isthmus",CD,182,54455
182.1,Malignant neoplasm of isthmus,CD,182,318
182.8,Malignant neoplasm of other specified sites of body of uterus,CD,182,736
183,Malignant neoplasm of ovary and other uterine adnexa,CD,184.1,2262
183.0,Malignant neoplasm of ovary,CD,184.11,104369
183.2,Malignant neoplasm of fallopian tube,CD,184.1,3412
183.3,Malignant neoplasm of broad ligament of uterus,CD,184.1,56
183.4,Malignant neoplasm of parametrium,CD,184.1,129
183.5,Malignant neoplasm of round ligament of uterus,CD,184.1,37
183.8,Malignant neoplasm of other specified sites of uterine adnexa,CD,184.1,106
183.9,"Malignant neoplasm of uterine adnexa, unspecified site",CD,184.1,286
184,Malignant neoplasm of other and unspecified female genital organs,CD,184.1,145
184.0,Malignant neoplasm of vagina,CD,184.2,6318
184.1,Malignant neoplasm of labia majora,CD,184.2,442
184.2,Malignant neoplasm of labia minora,CD,184.2,210
184.3,Malignant neoplasm of clitoris,CD,184.2,36
184.4,"Malignant neoplasm of vulva, unspecified site",CD,184.2,8113
184.8,Malignant neoplasm of other specified sites of female genital organs,CD,184.1,513
184.9,"Malignant neoplasm of female genital organ, site unspecified",CD,184.1,120
185,Malignant neoplasm of prostate,CD,185,374278
186,Malignant neoplasm of testis,CD,187.2,142
186.0,Malignant neoplasm of undescended testis,CD,187.2,979
186.9,Malignant neoplasm of other and unspecified testis,CD,187.2,40279
187,Malignant neoplasm of penis and other male genital organs,CD,187,407
187.1,Malignant neoplasm of prepuce,CD,187.1,229
187.2,Malignant neoplasm of glans penis,CD,187.1,1476
187.3,Malignant neoplasm of body of penis,CD,187.1,477
187.4,"Malignant neoplasm of penis, part unspecified",CD,187.1,2982
187.5,Malignant neoplasm of epididymis,CD,187.1,59
187.6,Malignant neoplasm of spermatic cord,CD,187.1,412
187.7,Malignant neoplasm of scrotum,CD,187.1,306
187.8,Malignant neoplasm of other specified sites of male genital organs,CD,187.1,227
187.9,"Malignant neoplasm of male genital organ, site unspecified",CD,187.1,131
188,Malignant neoplasm of bladder,CD,189.21,304
188.0,Malignant neoplasm of trigone of urinary bladder,CD,189.21,2511
188.1,Malignant neoplasm of dome of urinary bladder,CD,189.21,5070
188.2,Malignant neoplasm of lateral wall of urinary bladder,CD,189.21,5515
188.3,Malignant neoplasm of anterior wall of urinary bladder,CD,189.21,2574
188.4,Malignant neoplasm of posterior wall of urinary bladder,CD,189.21,8031
188.5,Malignant neoplasm of bladder neck,CD,189.21,5272
188.6,Malignant neoplasm of ureteric orifice,CD,189.21,1917
188.7,Malignant neoplasm of urachus,CD,189.21,252
188.8,Malignant neoplasm of other specified sites of bladder,CD,189.21,30644
188.9,"Malignant neoplasm of bladder, part unspecified",CD,189.21,78422
189,Malignant neoplasm of kidney and other and unspecified urinary organs,CD,189.4,8763
189.0,"Malignant neoplasm of kidney, except pelvis",CD,189.11,215359
189.1,Malignant neoplasm of renal pelvis,CD,189.12,14156
189.2,Malignant neoplasm of ureter,CD,189.4,4750
189.3,Malignant neoplasm of urethra,CD,189.4,3051
189.4,Malignant neoplasm of paraurethral glands,CD,189.4,53
189.8,Malignant neoplasm of other specified sites of urinary organs,CD,189.4,146
189.9,"Malignant neoplasm of urinary organ, site unspecified",CD,189.4,1611
19,Reconstructive operations on middle ear,,,
19.0,Stapes mobilization,,,5
19.1,Stapedectomy,,,
19.11,Stapedectomy with incus replacement,,,159
19.19,Other stapedectomy,,,183
19.2,Revision of stapedectomy,,,
19.21,Revision of stapedectomy with incus replacement,,,16
19.29,Other revision of stapedectomy,,,37
19.3,Other operations on ossicular chain,,,431
19.4,Myringoplasty,,,5667
19.5,Other tympanoplasty,,,
19.52,Type II tympanoplasty,,,128
19.53,Type III tympanoplasty,,,2770
19.54,Type IV tympanoplasty,,,20
19.55,Type V tympanoplasty,,,23
19.6,Revision of tympanoplasty,,,300
19.9,Other repair of middle ear,,,149
190,Malignant neoplasm of eye,CD,190,171
190.0,"Malignant neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid",CD,190,1075
190.1,Malignant neoplasm of orbit,CD,190,2251
190.2,Malignant neoplasm of lacrimal gland,CD,190,158
190.3,Malignant neoplasm of conjunctiva,CD,190,1041
190.4,Malignant neoplasm of cornea,CD,190,103
190.5,Malignant neoplasm of retina,CD,190,9143
190.6,Malignant neoplasm of choroid,CD,190,7481
190.7,Malignant neoplasm of lacrimal duct,CD,190,158
190.8,Malignant neoplasm of other specified sites of eye,CD,190,273
190.9,"Malignant neoplasm of eye, part unspecified",CD,190,672
191,Malignant neoplasm of brain,CD,191.11,525
191.0,"Malignant neoplasm of cerebrum, except lobes and ventricles",CD,191.11,7291
191.1,Malignant neoplasm of frontal lobe,CD,191.11,21298
191.2,Malignant neoplasm of temporal lobe,CD,191.11,16331
191.3,Malignant neoplasm of parietal lobe,CD,191.11,9856
191.4,Malignant neoplasm of occipital lobe,CD,191.11,2033
191.5,Malignant neoplasm of ventricles,CD,191.11,3495
191.6,Malignant neoplasm of cerebellum nos,CD,191.11,18550
191.7,Malignant neoplasm of brain stem,CD,191.11,9176
191.8,Malignant neoplasm of other parts of brain,CD,191.11,5937
191.9,"Malignant neoplasm of brain, unspecified",CD,191.11,126683
